File,Algorithm,P,n_vertices,max_cap,T0,T1,T2,T3,T4
MPM_p_0.2_nVertices_100_maxValue_10.txt,MPM,0.2,100,10,0.0005,0.0005,0.0005,0.000502,0.0
EK_p_0.2_nVertices_100_maxValue_10.txt,EK,0.2,100,10,0.0,0.0,0.0005,0.0,0.000499
Dinic_p_0.2_nVertices_100_maxValue_10.txt,Dinic,0.2,100,10,0.0,0.0,0.0,0.0,0.0
MPM_p_0.2_nVertices_100_maxValue_20.txt,MPM,0.2,100,20,0.0,0.0,0.000499,0.0,0.000501
EK_p_0.2_nVertices_100_maxValue_20.txt,EK,0.2,100,20,0.0,0.0005,0.0,0.0,0.0005
Dinic_p_0.2_nVertices_100_maxValue_20.txt,Dinic,0.2,100,20,0.0,0.0,0.000501,0.0,0.0
MPM_p_0.2_nVertices_100_maxValue_30.txt,MPM,0.2,100,30,0.0,0.000503,0.0,0.0005,0.000501
EK_p_0.2_nVertices_100_maxValue_30.txt,EK,0.2,100,30,0.0,0.0,0.0005,0.0005,0.0005
Dinic_p_0.2_nVertices_100_maxValue_30.txt,Dinic,0.2,100,30,0.0,0.0,0.0,0.0,0.0
MPM_p_0.2_nVertices_100_maxValue_50.txt,MPM,0.2,100,50,0.000501,0.000499,0.0,0.0,0.000501
EK_p_0.2_nVertices_100_maxValue_50.txt,EK,0.2,100,50,0.0005,0.0005,0.000501,0.000501,0.0
Dinic_p_0.2_nVertices_100_maxValue_50.txt,Dinic,0.2,100,50,0.0,0.0,0.000499,0.0,0.0
MPM_p_0.2_nVertices_100_maxValue_80.txt,MPM,0.2,100,80,0.0005,0.000499,0.000499,0.0,0.000499
EK_p_0.2_nVertices_100_maxValue_80.txt,EK,0.2,100,80,0.0005,0.000499,0.0,0.0005,0.0
Dinic_p_0.2_nVertices_100_maxValue_80.txt,Dinic,0.2,100,80,0.0,0.0005,0.0,0.0,0.0
MPM_p_0.2_nVertices_100_maxValue_130.txt,MPM,0.2,100,130,0.000501,0.000499,0.000499,0.0,0.000999
EK_p_0.2_nVertices_100_maxValue_130.txt,EK,0.2,100,130,0.000501,0.000499,0.0,0.000502,0.000501
Dinic_p_0.2_nVertices_100_maxValue_130.txt,Dinic,0.2,100,130,0.0,0.000499,0.0,0.0,0.0005
MPM_p_0.2_nVertices_100_maxValue_210.txt,MPM,0.2,100,210,0.0005,0.0,0.0,0.000501,0.0
EK_p_0.2_nVertices_100_maxValue_210.txt,EK,0.2,100,210,0.0,0.0005,0.000499,0.0,0.0
Dinic_p_0.2_nVertices_100_maxValue_210.txt,Dinic,0.2,100,210,0.0,0.0,0.0,0.0,0.0
MPM_p_0.2_nVertices_100_maxValue_340.txt,MPM,0.2,100,340,0.000499,0.000501,0.0,0.000501,0.0005
EK_p_0.2_nVertices_100_maxValue_340.txt,EK,0.2,100,340,0.0005,0.000502,0.0,0.0005,0.001
Dinic_p_0.2_nVertices_100_maxValue_340.txt,Dinic,0.2,100,340,0.0,0.0,0.0,0.0,0.0
MPM_p_0.2_nVertices_100_maxValue_500.txt,MPM,0.2,100,500,0.0005,0.0,0.000499,0.0,0.0
EK_p_0.2_nVertices_100_maxValue_500.txt,EK,0.2,100,500,0.000501,0.000499,0.000501,0.0005,0.0005
Dinic_p_0.2_nVertices_100_maxValue_500.txt,Dinic,0.2,100,500,0.0,0.0,0.000302,0.0,0.0
MPM_p_0.2_nVertices_150_maxValue_10.txt,MPM,0.2,150,10,0.000999,0.000499,0.000501,0.001,0.0005
EK_p_0.2_nVertices_150_maxValue_10.txt,EK,0.2,150,10,0.001,0.0005,0.000999,0.000499,0.001
Dinic_p_0.2_nVertices_150_maxValue_10.txt,Dinic,0.2,150,10,0.0,0.0005,0.0005,0.0005,0.0
MPM_p_0.2_nVertices_150_maxValue_20.txt,MPM,0.2,150,20,0.0005,0.000501,0.001001,0.000999,0.000999
EK_p_0.2_nVertices_150_maxValue_20.txt,EK,0.2,150,20,0.000502,0.001,0.001001,0.001,0.0005
Dinic_p_0.2_nVertices_150_maxValue_20.txt,Dinic,0.2,150,20,0.0,0.0,0.0,0.000502,0.0
MPM_p_0.2_nVertices_150_maxValue_30.txt,MPM,0.2,150,30,0.001501,0.0005,0.000499,0.000501,0.000498
EK_p_0.2_nVertices_150_maxValue_30.txt,EK,0.2,150,30,0.000499,0.001001,0.000499,0.000501,0.001
Dinic_p_0.2_nVertices_150_maxValue_30.txt,Dinic,0.2,150,30,0.0,0.000499,0.0,0.0005,0.0
MPM_p_0.2_nVertices_150_maxValue_50.txt,MPM,0.2,150,50,0.0005,0.000499,0.000999,0.0015,0.000499
EK_p_0.2_nVertices_150_maxValue_50.txt,EK,0.2,150,50,0.001001,0.0005,0.0005,0.001,0.000499
Dinic_p_0.2_nVertices_150_maxValue_50.txt,Dinic,0.2,150,50,0.0,0.0,0.0,0.0,0.0
MPM_p_0.2_nVertices_150_maxValue_80.txt,MPM,0.2,150,80,0.002002,0.001,0.0015,0.000999,0.001002
EK_p_0.2_nVertices_150_maxValue_80.txt,EK,0.2,150,80,0.000499,0.001499,0.001499,0.0005,0.001502
Dinic_p_0.2_nVertices_150_maxValue_80.txt,Dinic,0.2,150,80,0.0,0.0,0.0,0.0005,0.0
MPM_p_0.2_nVertices_150_maxValue_130.txt,MPM,0.2,150,130,0.0005,0.000499,0.000996,0.001,0.000499
EK_p_0.2_nVertices_150_maxValue_130.txt,EK,0.2,150,130,0.000998,0.001501,0.000999,0.000501,0.001
Dinic_p_0.2_nVertices_150_maxValue_130.txt,Dinic,0.2,150,130,0.000503,0.0005,0.0,0.0005,0.0
MPM_p_0.2_nVertices_150_maxValue_210.txt,MPM,0.2,150,210,0.001,0.000499,0.001499,0.0005,0.001001
EK_p_0.2_nVertices_150_maxValue_210.txt,EK,0.2,150,210,0.001001,0.001,0.001497,0.001,0.0005
Dinic_p_0.2_nVertices_150_maxValue_210.txt,Dinic,0.2,150,210,0.0,0.0005,0.0,0.000501,0.0005
MPM_p_0.2_nVertices_150_maxValue_340.txt,MPM,0.2,150,340,0.000501,0.000501,0.000999,0.000499,0.001001
EK_p_0.2_nVertices_150_maxValue_340.txt,EK,0.2,150,340,0.000999,0.001001,0.001001,0.001499,0.000499
Dinic_p_0.2_nVertices_150_maxValue_340.txt,Dinic,0.2,150,340,0.0,0.0005,0.0,0.0,0.0005
MPM_p_0.2_nVertices_150_maxValue_500.txt,MPM,0.2,150,500,0.0,0.000501,0.000999,0.000998,0.0005
EK_p_0.2_nVertices_150_maxValue_500.txt,EK,0.2,150,500,0.0005,0.000999,0.001,0.000501,0.000998
Dinic_p_0.2_nVertices_150_maxValue_500.txt,Dinic,0.2,150,500,0.0005,0.0,0.0,0.000501,0.0
MPM_p_0.2_nVertices_200_maxValue_10.txt,MPM,0.2,200,10,0.002501,0.001002,0.0015,0.001001,0.001
EK_p_0.2_nVertices_200_maxValue_10.txt,EK,0.2,200,10,0.0005,0.002,0.0015,0.0005,0.0005
Dinic_p_0.2_nVertices_200_maxValue_10.txt,Dinic,0.2,200,10,0.000499,0.000499,0.000499,0.0005,0.000499
MPM_p_0.2_nVertices_200_maxValue_20.txt,MPM,0.2,200,20,0.002001,0.001499,0.001,0.0015,0.003
EK_p_0.2_nVertices_200_maxValue_20.txt,EK,0.2,200,20,0.002,0.002001,0.001001,0.002,0.0015
Dinic_p_0.2_nVertices_200_maxValue_20.txt,Dinic,0.2,200,20,0.0005,0.000498,0.0005,0.0005,0.000501
MPM_p_0.2_nVertices_200_maxValue_30.txt,MPM,0.2,200,30,0.001001,0.0015,0.0025,0.002,0.002499
EK_p_0.2_nVertices_200_maxValue_30.txt,EK,0.2,200,30,0.001,0.000501,0.001499,0.002,0.001001
Dinic_p_0.2_nVertices_200_maxValue_30.txt,Dinic,0.2,200,30,0.0005,0.000499,0.0,0.001,0.0
MPM_p_0.2_nVertices_200_maxValue_50.txt,MPM,0.2,200,50,0.001499,0.002,0.0015,0.002,0.001
EK_p_0.2_nVertices_200_maxValue_50.txt,EK,0.2,200,50,0.003001,0.002,0.001999,0.003001,0.002501
Dinic_p_0.2_nVertices_200_maxValue_50.txt,Dinic,0.2,200,50,0.0,0.0005,0.0,0.0005,0.0005
MPM_p_0.2_nVertices_200_maxValue_80.txt,MPM,0.2,200,80,0.001501,0.002,0.001,0.002001,0.001999
EK_p_0.2_nVertices_200_maxValue_80.txt,EK,0.2,200,80,0.001499,0.002499,0.0055,0.005,0.004
Dinic_p_0.2_nVertices_200_maxValue_80.txt,Dinic,0.2,200,80,0.000999,0.0005,0.001,0.000501,0.0005
MPM_p_0.2_nVertices_200_maxValue_130.txt,MPM,0.2,200,130,0.001,0.000999,0.001501,0.002499,0.000995
EK_p_0.2_nVertices_200_maxValue_130.txt,EK,0.2,200,130,0.001999,0.002,0.003996,0.003502,0.0055
Dinic_p_0.2_nVertices_200_maxValue_130.txt,Dinic,0.2,200,130,0.0005,0.0005,0.0,0.0005,0.001001
MPM_p_0.2_nVertices_200_maxValue_210.txt,MPM,0.2,200,210,0.001501,0.001999,0.001499,0.0035,0.001999
EK_p_0.2_nVertices_200_maxValue_210.txt,EK,0.2,200,210,0.0055,0.003502,0.001,0.001,0.001498
Dinic_p_0.2_nVertices_200_maxValue_210.txt,Dinic,0.2,200,210,0.0,0.000499,0.000499,0.001002,0.000498
MPM_p_0.2_nVertices_200_maxValue_340.txt,MPM,0.2,200,340,0.0015,0.0015,0.0015,0.004,0.001
EK_p_0.2_nVertices_200_maxValue_340.txt,EK,0.2,200,340,0.004998,0.0015,0.002,0.001999,0.002999
Dinic_p_0.2_nVertices_200_maxValue_340.txt,Dinic,0.2,200,340,0.000501,0.001,0.000498,0.000501,0.0005
MPM_p_0.2_nVertices_200_maxValue_500.txt,MPM,0.2,200,500,0.002,0.0,0.0025,0.0015,0.001
EK_p_0.2_nVertices_200_maxValue_500.txt,EK,0.2,200,500,0.001499,0.003501,0.001,0.000999,0.001499
Dinic_p_0.2_nVertices_200_maxValue_500.txt,Dinic,0.2,200,500,0.000499,0.0005,0.0005,0.0005,0.0005
MPM_p_0.2_nVertices_250_maxValue_10.txt,MPM,0.2,250,10,0.0015,0.003499,0.0015,0.002002,0.002
EK_p_0.2_nVertices_250_maxValue_10.txt,EK,0.2,250,10,0.004002,0.001999,0.0025,0.003,0.002999
Dinic_p_0.2_nVertices_250_maxValue_10.txt,Dinic,0.2,250,10,0.001,0.0005,0.000501,0.0005,0.0
MPM_p_0.2_nVertices_250_maxValue_20.txt,MPM,0.2,250,20,0.004,0.003001,0.0015,0.0025,0.001001
EK_p_0.2_nVertices_250_maxValue_20.txt,EK,0.2,250,20,0.004001,0.0025,0.001496,0.002501,0.007001
Dinic_p_0.2_nVertices_250_maxValue_20.txt,Dinic,0.2,250,20,0.0005,0.001001,0.001,0.0005,0.0005
MPM_p_0.2_nVertices_250_maxValue_30.txt,MPM,0.2,250,30,0.0015,0.002499,0.003,0.001499,0.001998
EK_p_0.2_nVertices_250_maxValue_30.txt,EK,0.2,250,30,0.007003,0.0025,0.006001,0.006001,0.002001
Dinic_p_0.2_nVertices_250_maxValue_30.txt,Dinic,0.2,250,30,0.0005,0.001001,0.0005,0.001,0.001
MPM_p_0.2_nVertices_250_maxValue_50.txt,MPM,0.2,250,50,0.001998,0.0025,0.0035,0.002501,0.002
EK_p_0.2_nVertices_250_maxValue_50.txt,EK,0.2,250,50,0.009501,0.008502,0.0045,0.003501,0.003502
Dinic_p_0.2_nVertices_250_maxValue_50.txt,Dinic,0.2,250,50,0.0015,0.000997,0.0015,0.0005,0.001
MPM_p_0.2_nVertices_250_maxValue_80.txt,MPM,0.2,250,80,0.0015,0.003002,0.001,0.006001,0.001999
EK_p_0.2_nVertices_250_maxValue_80.txt,EK,0.2,250,80,0.005,0.003001,0.001504,0.005999,0.008001
Dinic_p_0.2_nVertices_250_maxValue_80.txt,Dinic,0.2,250,80,0.001,0.001499,0.0005,0.001,0.0005
MPM_p_0.2_nVertices_250_maxValue_130.txt,MPM,0.2,250,130,0.003495,0.001499,0.003501,0.0055,0.005
EK_p_0.2_nVertices_250_maxValue_130.txt,EK,0.2,250,130,0.007,0.008003,0.009999,0.003,0.0055
Dinic_p_0.2_nVertices_250_maxValue_130.txt,Dinic,0.2,250,130,0.001,0.0,0.001003,0.000999,0.000501
MPM_p_0.2_nVertices_250_maxValue_210.txt,MPM,0.2,250,210,0.003001,0.003002,0.004501,0.003,0.002501
EK_p_0.2_nVertices_250_maxValue_210.txt,EK,0.2,250,210,0.0015,0.006494,0.002999,0.004502,0.006501
Dinic_p_0.2_nVertices_250_maxValue_210.txt,Dinic,0.2,250,210,0.0005,0.000499,0.001,0.001002,0.000999
MPM_p_0.2_nVertices_250_maxValue_340.txt,MPM,0.2,250,340,0.001499,0.0015,0.003499,0.002502,0.004999
EK_p_0.2_nVertices_250_maxValue_340.txt,EK,0.2,250,340,0.005,0.007499,0.0075,0.011,0.005499
Dinic_p_0.2_nVertices_250_maxValue_340.txt,Dinic,0.2,250,340,0.000501,0.0005,0.001,0.002,0.0005
MPM_p_0.2_nVertices_250_maxValue_500.txt,MPM,0.2,250,500,0.004001,0.004,0.0035,0.005,0.0025
EK_p_0.2_nVertices_250_maxValue_500.txt,EK,0.2,250,500,0.0085,0.007,0.0025,0.003501,0.004501
Dinic_p_0.2_nVertices_250_maxValue_500.txt,Dinic,0.2,250,500,0.0015,0.001001,0.000499,0.0005,0.000501
MPM_p_0.2_nVertices_300_maxValue_10.txt,MPM,0.2,300,10,0.0025,0.005501,0.002,0.002,0.001999
EK_p_0.2_nVertices_300_maxValue_10.txt,EK,0.2,300,10,0.005,0.007002,0.002,0.0095,0.0075
Dinic_p_0.2_nVertices_300_maxValue_10.txt,Dinic,0.2,300,10,0.0005,0.001501,0.001,0.0,0.000999
MPM_p_0.2_nVertices_300_maxValue_20.txt,MPM,0.2,300,20,0.003,0.004501,0.0025,0.005498,0.0035
EK_p_0.2_nVertices_300_maxValue_20.txt,EK,0.2,300,20,0.01,0.005999,0.011499,0.004,0.0045
Dinic_p_0.2_nVertices_300_maxValue_20.txt,Dinic,0.2,300,20,0.001498,0.001,0.000499,0.001,0.001
MPM_p_0.2_nVertices_300_maxValue_30.txt,MPM,0.2,300,30,0.005501,0.005,0.005001,0.004001,0.0015
EK_p_0.2_nVertices_300_maxValue_30.txt,EK,0.2,300,30,0.018002,0.01,0.003998,0.008,0.006999
Dinic_p_0.2_nVertices_300_maxValue_30.txt,Dinic,0.2,300,30,0.001001,0.0,0.001501,0.000499,0.001001
MPM_p_0.2_nVertices_300_maxValue_50.txt,MPM,0.2,300,50,0.004,0.005499,0.007,0.003999,0.006
EK_p_0.2_nVertices_300_maxValue_50.txt,EK,0.2,300,50,0.0045,0.0035,0.006501,0.0115,0.0115
Dinic_p_0.2_nVertices_300_maxValue_50.txt,Dinic,0.2,300,50,0.001,0.001501,0.0005,0.0005,0.000999
MPM_p_0.2_nVertices_300_maxValue_80.txt,MPM,0.2,300,80,0.0025,0.002498,0.006001,0.005,0.003502
EK_p_0.2_nVertices_300_maxValue_80.txt,EK,0.2,300,80,0.007001,0.003498,0.012501,0.011501,0.009501
Dinic_p_0.2_nVertices_300_maxValue_80.txt,Dinic,0.2,300,80,0.001499,0.000501,0.002001,0.0015,0.001001
MPM_p_0.2_nVertices_300_maxValue_130.txt,MPM,0.2,300,130,0.003502,0.002001,0.002499,0.004501,0.002999
EK_p_0.2_nVertices_300_maxValue_130.txt,EK,0.2,300,130,0.0075,0.013999,0.013002,0.0115,0.009999
Dinic_p_0.2_nVertices_300_maxValue_130.txt,Dinic,0.2,300,130,0.001,0.001499,0.000999,0.0005,0.0005
MPM_p_0.2_nVertices_300_maxValue_210.txt,MPM,0.2,300,210,0.0055,0.0015,0.0055,0.005,0.004501
EK_p_0.2_nVertices_300_maxValue_210.txt,EK,0.2,300,210,0.01,0.019,0.014999,0.02,0.003499
Dinic_p_0.2_nVertices_300_maxValue_210.txt,Dinic,0.2,300,210,0.0005,0.0005,0.001,0.001001,0.0005
MPM_p_0.2_nVertices_300_maxValue_340.txt,MPM,0.2,300,340,0.0045,0.002501,0.003,0.005499,0.0025
