File,Algorithm,P,n_vertices,max_cap,MeanTime
MPM_p_0.5_nVertices_100_maxValue_10.txt,MPM,0.5,100,10,0.0005997999999999999
EK_p_0.5_nVertices_100_maxValue_10.txt,EK,0.5,100,10,0.0008002
Dinic_p_0.5_nVertices_100_maxValue_10.txt,Dinic,0.5,100,10,0.0004
MPM_p_0.5_nVertices_100_maxValue_20.txt,MPM,0.5,100,20,0.00039959999999999996
EK_p_0.5_nVertices_100_maxValue_20.txt,EK,0.5,100,20,0.0009999999999999998
Dinic_p_0.5_nVertices_100_maxValue_20.txt,Dinic,0.5,100,20,0.0001
MPM_p_0.5_nVertices_100_maxValue_30.txt,MPM,0.5,100,30,0.0006998
EK_p_0.5_nVertices_100_maxValue_30.txt,EK,0.5,100,30,0.0012006
Dinic_p_0.5_nVertices_100_maxValue_30.txt,Dinic,0.5,100,30,0.0001
MPM_p_0.5_nVertices_100_maxValue_50.txt,MPM,0.5,100,50,0.0005
EK_p_0.5_nVertices_100_maxValue_50.txt,EK,0.5,100,50,0.0009004
Dinic_p_0.5_nVertices_100_maxValue_50.txt,Dinic,0.5,100,50,0.0
MPM_p_0.5_nVertices_100_maxValue_80.txt,MPM,0.5,100,80,0.0004998
EK_p_0.5_nVertices_100_maxValue_80.txt,EK,0.5,100,80,0.0013
Dinic_p_0.5_nVertices_100_maxValue_80.txt,Dinic,0.5,100,80,0.0002
MPM_p_0.5_nVertices_100_maxValue_130.txt,MPM,0.5,100,130,0.0007002
EK_p_0.5_nVertices_100_maxValue_130.txt,EK,0.5,100,130,0.0012001999999999998
Dinic_p_0.5_nVertices_100_maxValue_130.txt,Dinic,0.5,100,130,0.00019979999999999998
MPM_p_0.5_nVertices_100_maxValue_210.txt,MPM,0.5,100,210,0.0005
EK_p_0.5_nVertices_100_maxValue_210.txt,EK,0.5,100,210,0.001
Dinic_p_0.5_nVertices_100_maxValue_210.txt,Dinic,0.5,100,210,0.00020020000000000004
MPM_p_0.5_nVertices_100_maxValue_340.txt,MPM,0.5,100,340,0.0006996000000000001
EK_p_0.5_nVertices_100_maxValue_340.txt,EK,0.5,100,340,0.0010998000000000002
Dinic_p_0.5_nVertices_100_maxValue_340.txt,Dinic,0.5,100,340,0.0
MPM_p_0.5_nVertices_100_maxValue_500.txt,MPM,0.5,100,500,0.0004998
EK_p_0.5_nVertices_100_maxValue_500.txt,EK,0.5,100,500,0.001
